# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	COUNTERPART	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	SEGMENTS	COGID	ALIGNMENT
647	Kagate	GIRL	pitukmu	Girl:	p i t u k m u	1 7 1 7 1 4 7	AXBYBCZ	PITYKMY	3	3.P.C 3.I.V 3.T.C 3.Y.V 3.K.C 3.M.C 3.Y.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	0	p i t u k m u	199	p i t u k m u
903	Lowa	GIRL	pomo	Girl:(Low-)Rise	p o m o	1 7 4 7	AXBZ	PUMU	4	4.P.C 4.U.V 4.M.C 4.U.V	2.0 1.5 1.75 0.8	1	p o m o	195	p o m o
1156	Nubri	GIRL	poõ	Girl:	p oõ	1 7	AX	PU	5	5.P.C 5.U.V	2.0 1.5	1	p oõ	195	p oõ - -
1410	Sherpa	GIRL	pʰumpʰedza	Girl:	pʰ u m pʰ e d z a	1 7 4 1 7 1 3 7	AXMBYBCZ	PYMPETSA	6	6.P.C 6.Y.V 6.M.c 6.P.C 6.E.V 6.T.C 6.S.C 6.A.V	2.0 1.5 1.1 1.75 1.3 1.75 1.5 0.8	1	pʰ u m pʰ e d z a	196	pʰ u m - pʰ e d z a
1653	Tsum	GIRL	naʑjuŋ	Girl:Low-Rise	n a ʑ j u ŋ	4 7 3 6 7 4	AXBCYN	NASJYN	7	7.N.C 7.A.V 7.S.C 7.J.C 7.Y.V 7.N.c	2.0 1.5 1.75 1.5 1.3 0.8	0	n a ʑ j u ŋ	198	n a ʑ j u ŋ
1917	Yolmo	GIRL	ɕjaɹma	Girl:High	ɕ j a ɹ m a	3 6 7 5 4 7	ACXMBZ	SJARMA	8	8.S.C 8.J.C 8.A.V 8.R.c 8.M.C 8.A.V	2.0 1.5 1.5 1.1 1.75 0.8	0	ɕ j a ɹ m a	197	ɕ j a ɹ m a
#
208	Gyalsumdo	GIVE	t̪eɹ	To give:High	t̪ e ɹ	1 7 5	AXN	TER	1	1.T.C 1.E.V 1.R.c	2.0 1.5 0.8	0	t̪ e ɹ	200	t̪ e ɹ - - - -
472	Jirel	GIVE	mbind̪at̪e	To give:	m b i n d̪ a t̪ e	4 1 7 4 1 7 1 7	ACYMBYBZ	MPINTATE	2	2.M.C 2.P.C 2.I.V 2.N.c 2.T.C 2.A.V 2.T.C 2.E.V	2.0 1.5 1.3 1.1 1.75 1.3 1.75 0.8	0	m b i n d̪ a t̪ e	201	m b i n d̪ a t̪ e
724	Kagate	GIVE	t̪ertse	To give:	t̪ e r t s e	1 7 5 1 3 7	AXMBCZ	TERTSE	3	3.T.C 3.E.V 3.R.c 3.T.C 3.S.C 3.E.V	2.0 1.5 1.1 1.75 1.5 0.8	0	t̪ e r t s e	200	t̪ e r t s e -
985	Lowa	GIVE	t̪eɾje	To give:(High-)Fall	t̪ e ɾ j e	1 7 5 6 7	AXBCZ	TERJE	4	4.T.C 4.E.V 4.R.C 4.J.C 4.E.V	2.0 1.5 1.75 1.5 0.8	0	t̪ e ɾ j e	200	t̪ e ɾ j - e -
1232	Nubri	GIVE	t̪e	To give:High-Fall	t̪ e	1 7	AX	TE	5	5.T.C 5.E.V	2.0 1.5	1	t̪ e	200	t̪ e - - - - -
1484	Sherpa	GIVE	t̪eru	To give:	t̪ e r u	1 7 5 7	AXBZ	TERY	6	6.T.C 6.E.V 6.R.C 6.Y.V	2.0 1.5 1.75 0.8	0	t̪ e r u	200	t̪ e r - - u -
1730	Tsum	GIVE	t̪øʔ	To give:High	t̪ ø ʔ	1 7 1	AXN	TUH	7	7.T.C 7.U.V 7.H.c	2.0 1.5 0.8	1	t̪ ø ʔ	202	t̪ ø ʔ
1731	Tsum	GIVE	t̪eʔso	To give:High	t̪ e ʔ s o	1 7 1 3 7	AXBCZ	TEHSU	7	7.T.C 7.E.V 7.H.C 7.S.C 7.U.V	2.0 1.5 1.75 1.5 0.8	0	t̪ e ʔ s o	200	t̪ e - ʔ s o -
1993	Yolmo	GIVE	t̪eɾt̪uŋ	To give:High	t̪ e ɾ t̪ u ŋ	1 7 5 1 7 4	AXMBYN	TERTYN	8	8.T.C 8.E.V 8.R.c 8.T.C 8.Y.V 8.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	t̪ e ɾ t̪ u ŋ	200	t̪ e ɾ t̪ - u ŋ
#
215	Gyalsumdo	GO	to	To go:Mid-Rise	t o	1 7	AX	TU	1	1.T.C 1.U.V	2.0 1.5	1	t o	203	- t o - - -
482	Jirel	GO	ɡalat̪e	To go:	ɡ a l a t̪ e	1 7 5 7 1 7	AXBYBZ	KALATE	2	2.K.C 2.A.V 2.L.C 2.A.V 2.T.C 2.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	ɡ a l a t̪ e	207	ɡ a l a t̪ e
483	Jirel	GO	ŋɡjuk	To go:	ŋ ɡ j u k	4 1 6 7 1	ACCYN	NKJYK	2	2.N.C 2.K.C 2.J.C 2.Y.V 2.K.c	2.0 1.5 1.5 1.3 0.8	0	ŋ ɡ j u k	205	ŋ ɡ j u k
731	Kagate	GO	dodze	To go:	d o d z e	1 7 1 3 7	AXBCZ	TUTSE	3	3.T.C 3.U.V 3.T.C 3.S.C 3.E.V	2.0 1.5 1.75 1.5 0.8	1	d o d z e	203	- d o d z e
992	Lowa	GO	ndoje	To go:	n d o j e	4 1 7 6 7	ACYBZ	NTUJE	4	4.N.C 4.T.C 4.U.V 4.J.C 4.E.V	2.0 1.5 1.3 1.75 0.8	1	n d o j e	203	n d o j - e
1239	Nubri	GO	to	To go:(Mid-)Fall	t o	1 7	AX	TU	5	5.T.C 5.U.V	2.0 1.5	0	t o	203	- t o - - -
1491	Sherpa	GO	dop	To go:	d o p	1 7 1	AXN	TUP	6	6.T.C 6.U.V 6.P.c	2.0 1.5 0.8	1	d o p	203	- d o p - -
1738	Tsum	GO	ndo	To go:	n d o	4 1 7	ACZ	NTU	7	7.N.C 7.T.C 7.U.V	2.0 1.5 0.8	1	n d o	203	n d o - - -
1739	Tsum	GO	pyso	To go:	p y s o	1 7 3 7	AXBZ	PYSU	7	7.P.C 7.Y.V 7.S.C 7.U.V	2.0 1.5 1.75 0.8	0	p y s o	204	p y s o
2000	Yolmo	GO	soŋ	To go:High	s o ŋ	3 7 4	AXN	SUN	8	8.S.C 8.U.V 8.N.c	2.0 1.5 0.8	0	s o ŋ	206	s o ŋ
#
103	Gyalsumdo	GOAT	ɹa	Goat:Low-Rise	ɹ a	5 7	AX	RA	1	1.R.C 1.A.V	2.0 1.5	0	ɹ a	208	ɹ a - - -
366	Jirel	GOAT	ɹa	Goat:Low-Rise	ɹ a	5 7	AX	RA	2	2.R.C 2.A.V	2.0 1.5	0	ɹ a	208	ɹ a - - -
623	Kagate	GOAT	ra	Goat:Low-Rise	r a	5 7	AX	RA	3	3.R.C 3.A.V	2.0 1.5	0	r a	208	r a - - -
880	Lowa	GOAT	ɹa	Goat:(Low-)Rise	ɹ a	5 7	AX	RA	4	4.R.C 4.A.V	2.0 1.5	0	ɹ a	208	ɹ a - - -
1134	Nubri	GOAT	ɹatse	Goat:(Low-)Rise	ɹ a t s e	5 7 1 3 7	AXBCZ	RATSE	5	5.R.C 5.A.V 5.T.C 5.S.C 5.E.V	2.0 1.5 1.75 1.5 0.8	0	ɹ a t s e	208	ɹ a t s e
1387	Sherpa	GOAT	ra	Goat:Low	r a	5 7	AX	RA	6	6.R.C 6.A.V	2.0 1.5	0	r a	208	r a - - -
1631	Tsum	GOAT	ɹa	Goat:Low-Rise	ɹ a	5 7	AX	RA	7	7.R.C 7.A.V	2.0 1.5	0	ɹ a	208	ɹ a - - -
1895	Yolmo	GOAT	ra	Goat:Mid-Rise	r a	5 7	AX	RA	8	8.R.C 8.A.V	2.0 1.5	0	r a	208	r a - - -
#
67	Gyalsumdo	GOLD	seɹ	Gold:High-Fall	s e ɹ	3 7 5	AXN	SER	1	1.S.C 1.E.V 1.R.c	2.0 1.5 0.8	0	s e ɹ	209	s e ɹ
330	Jirel	GOLD	seɹ	Gold:High	s e ɹ	3 7 5	AXN	SER	2	2.S.C 2.E.V 2.R.c	2.0 1.5 0.8	0	s e ɹ	209	s e ɹ
589	Kagate	GOLD	ser	Gold:High	s e r	3 7 5	AXN	SER	3	3.S.C 3.E.V 3.R.c	2.0 1.5 0.8	0	s e r	209	s e r
845	Lowa	GOLD	seɾ	Gold:High	s e ɾ	3 7 5	AXN	SER	4	4.S.C 4.E.V 4.R.c	2.0 1.5 0.8	0	s e ɾ	209	s e ɾ
1100	Nubri	GOLD	seɹ	Gold:Mid	s e ɹ	3 7 5	AXN	SER	5	5.S.C 5.E.V 5.R.c	2.0 1.5 0.8	0	s e ɹ	209	s e ɹ
1353	Sherpa	GOLD	ser	Gold:Mid-Low	s e r	3 7 5	AXN	SER	6	6.S.C 6.E.V 6.R.c	2.0 1.5 0.8	0	s e r	209	s e r
1597	Tsum	GOLD	seɾ	Gold:High	s e ɾ	3 7 5	AXN	SER	7	7.S.C 7.E.V 7.R.c	2.0 1.5 0.8	0	s e ɾ	209	s e ɾ
1861	Yolmo	GOLD	sir	Gold:High	s i r	3 7 5	AXN	SIR	8	8.S.C 8.I.V 8.R.c	2.0 1.5 0.8	0	s i r	209	s i r
#
144	Gyalsumdo	GOOD	jabu	Good:Low-Rise	j a b u	6 7 1 7	AXBZ	JAPY	1	1.J.C 1.A.V 1.P.C 1.Y.V	2.0 1.5 1.75 0.8	0	j a b u	210	j a b u
403	Jirel	GOOD	lemu	Good:High	l e m u	5 7 4 7	AXBZ	LEMY	2	2.L.C 2.E.V 2.M.C 2.Y.V	2.0 1.5 1.75 0.8	0	l e m u	210	l e m u
661	Kagate	GOOD	jabu	Good:Low-Rise	j a b u	6 7 1 7	AXBZ	JAPY	3	3.J.C 3.A.V 3.P.C 3.Y.V	2.0 1.5 1.75 0.8	0	j a b u	210	j a b u
662	Kagate	GOOD	dzebu	Good:Mid	d z e b u	1 3 7 1 7	ACXBZ	TSEPY	3	3.T.C 3.S.C 3.E.V 3.P.C 3.Y.V	2.0 1.5 1.5 1.75 0.8	0	d z e b u	213	d z e b u
917	Lowa	GOOD	ka	Good:(Low-)Rise	k a	1 7	AX	KA	4	4.K.C 4.A.V	2.0 1.5	0	k a	211	k a
918	Lowa	GOOD	saŋa	Good:(Low-)Rise	s a ŋ a	3 7 4 7	AXBZ	SANA	4	4.S.C 4.A.V 4.N.C 4.A.V	2.0 1.5 1.75 0.8	0	s a ŋ a	214	s a ŋ a
1170	Nubri	GOOD	koŋ	Good:(Low-)Rise	k o ŋ	1 7 4	AXN	KUN	5	5.K.C 5.U.V 5.N.c	2.0 1.5 0.8	0	k o ŋ	212	k o ŋ
1424	Sherpa	GOOD	lemu	Good:Low-Rise	l e m u	5 7 4 7	AXBZ	LEMY	6	6.L.C 6.E.V 6.M.C 6.Y.V	2.0 1.5 1.75 0.8	0	l e m u	210	l e m u
1667	Tsum	GOOD	jamu	Good:Low-Rise	j a m u	6 7 4 7	AXBZ	JAMY	7	7.J.C 7.A.V 7.M.C 7.Y.V	2.0 1.5 1.75 0.8	0	j a m u	210	j a m u
1931	Yolmo	GOOD	jabu	Good:Low-Rise	j a b u	6 7 1 7	AXBZ	JAPY	8	8.J.C 8.A.V 8.P.C 8.Y.V	2.0 1.5 1.75 0.8	0	j a b u	210	j a b u
#
262	Gyalsumdo	GRAIN	tʰu	Grains:High	tʰ u	1 7	AX	TY	1	1.T.C 1.Y.V	2.0 1.5	0	tʰ u	215	- tʰ u - -
775	Kagate	GRAIN	du	Grains:Rise	d u	1 7	AX	TY	3	3.T.C 3.Y.V	2.0 1.5	0	d u	215	- d u - -
1035	Lowa	GRAIN	ndu	Grains:Mid	n d u	4 1 7	ACZ	NTY	4	4.N.C 4.T.C 4.Y.V	2.0 1.5 0.8	0	n d u	215	n d u - -
1284	Nubri	GRAIN	tu	Grains:(Mid-)Fall	t u	1 7	AX	TY	5	5.T.C 5.Y.V	2.0 1.5	0	t u	215	- t u - -
1531	Sherpa	GRAIN	duma	Grains:Low-Rise	d u m a	1 7 4 7	AXBZ	TYMA	6	6.T.C 6.Y.V 6.M.C 6.A.V	2.0 1.5 1.75 0.8	0	d u m a	215	- d u m a
1790	Tsum	GRAIN	lod̪oʔ	Grains:Low-Rise	l o d̪ o ʔ	5 7 1 7 1	AXBYN	LUTUH	7	7.L.C 7.U.V 7.T.C 7.U.V 7.H.c	2.0 1.5 1.75 1.3 0.8	0	l o d̪ o ʔ	217	l o d̪ o ʔ
1791	Tsum	GRAIN	t̪ond̪o	Grains:Mid-Rise	t̪ o n d̪ o	1 7 4 1 7	AXMBZ	TUNTU	7	7.T.C 7.U.V 7.N.c 7.T.C 7.U.V	2.0 1.5 1.1 1.75 0.8	0	t̪ o n d̪ o	216	t̪ o n d̪ o
2045	Yolmo	GRAIN	ndu	Grains:Mid-High	n d u	4 1 7	ACZ	NTY	8	8.N.C 8.T.C 8.Y.V	2.0 1.5 0.8	0	n d u	215	n d u - -
#
235	Gyalsumdo	HAIL	seɹa	Hailstone:High	s e ɹ a	3 7 5 7	AXBZ	SERA	1	1.S.C 1.E.V 1.R.C 1.A.V	2.0 1.5 1.75 0.8	0	s e ɹ a	218	- s - e ɹ - a -
498	Jirel	HAIL	seɹe	Hailstone:High	s e ɹ e	3 7 5 7	AXBZ	SERE	2	2.S.C 2.E.V 2.R.C 2.E.V	2.0 1.5 1.75 0.8	0	s e ɹ e	218	- s - e ɹ - e -
747	Kagate	HAIL	serak	Hailstone:High	s e r a k	3 7 5 7 1	AXBYN	SERAK	3	3.S.C 3.E.V 3.R.C 3.A.V 3.K.c	2.0 1.5 1.75 1.3 0.8	0	s e r a k	218	- s - e r - a k
1008	Lowa	HAIL	seɾa	Hailstone:High	s e ɾ a	3 7 5 7	AXBZ	SERA	4	4.S.C 4.E.V 4.R.C 4.A.V	2.0 1.5 1.75 0.8	0	s e ɾ a	218	- s - e ɾ - a -
1256	Nubri	HAIL	kʰaɕjol	Hailstone:	kʰ a ɕ j o l	1 7 3 6 7 5	AXBCYN	KASJUL	5	5.K.C 5.A.V 5.S.C 5.J.C 5.U.V 5.L.c	2.0 1.5 1.75 1.5 1.3 0.8	0	kʰ a ɕ j o l	220	kʰ a ɕ j o l
1507	Sherpa	HAIL	sertɕjuŋma	Hailstone:	s e r t ɕ j u ŋ m a	3 7 5 1 3 6 7 4 4 7	AXMBCCYMBZ	SERTSJYNMA	6	6.S.C 6.E.V 6.R.c 6.T.C 6.S.C 6.J.C 6.Y.V 6.N.c 6.M.C 6.A.V	2.0 1.5 1.1 1.75 1.5 1.5 1.3 1.1 1.75 0.8	0	s e r t ɕ j u ŋ m a	219	s e r t ɕ j u ŋ m a
1759	Tsum	HAIL	seɹa	Hailstone:High	s e ɹ a	3 7 5 7	AXBZ	SERA	7	7.S.C 7.E.V 7.R.C 7.A.V	2.0 1.5 1.75 0.8	0	s e ɹ a	218	- s - e ɹ - a -
1760	Tsum	HAIL	tɕʰjaɹwa	Hailstone:High	t ɕʰ j a ɹ w a	1 3 6 7 5 6 7	ACCXBCZ	TSJARWA	7	7.T.C 7.S.C 7.J.C 7.A.V 7.R.C 7.W.C 7.A.V	2.0 1.5 1.5 1.5 1.75 1.5 0.8	0	t ɕʰ j a ɹ w a	218	t ɕʰ j a ɹ w a -
2017	Yolmo	HAIL	seɹa	Hailstone:	s e ɹ a	3 7 5 7	AXBZ	SERA	8	8.S.C 8.E.V 8.R.C 8.A.V	2.0 1.5 1.75 0.8	0	s e ɹ a	218	- s - e ɹ - a -
#
3	Gyalsumdo	HAIR	ta	Hair:High-Fall	t a	1 7	AX	TA	1	1.T.C 1.A.V	2.0 1.5	0	t a	221	t - a
271	Jirel	HAIR	ŋɡokita	Hair:	ŋ ɡ o k i t a	4 1 7 1 7 1 7	ACYBYBZ	NKUKITA	2	2.N.C 2.K.C 2.U.V 2.K.C 2.I.V 2.T.C 2.A.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	0	ŋ ɡ o k i t a	222	ŋ ɡ o k i t a
531	Kagate	HAIR	ta	Hair:Mid-High	t a	1 7	AX	TA	3	3.T.C 3.A.V	2.0 1.5	0	t a	221	t - a
784	Lowa	HAIR	ʂɹa	Hair:(High-)Fall	ʂ ɹ a	3 5 7	ACX	SRA	4	4.S.C 4.R.C 4.A.V	2.0 1.5 1.5	0	ʂ ɹ a	221	ʂ ɹ a
1043	Nubri	HAIR	hɹa	Hair:(Mid-)Fall	h ɹ a	3 5 7	ACX	HRA	5	5.H.C 5.R.C 5.A.V	2.0 1.5 1.5	0	h ɹ a	221	h ɹ a
1294	Sherpa	HAIR	hɹa	Hair:Mid	h ɹ a	3 5 7	ACX	HRA	6	6.H.C 6.R.C 6.A.V	2.0 1.5 1.5	0	h ɹ a	221	h ɹ a
1539	Tsum	HAIR	tɹa	Hair:High	t ɹ a	1 5 7	ACX	TRA	7	7.T.C 7.R.C 7.A.V	2.0 1.5 1.5	0	t ɹ a	221	t ɹ a
1802	Yolmo	HAIR	tɹa	Hair:High-Fall	t ɹ a	1 5 7	ACX	TRA	8	8.T.C 8.R.C 8.A.V	2.0 1.5 1.5	0	t ɹ a	221	t ɹ a
#
39	Gyalsumdo	HAMMER	t̪ʰowa	Hammer:High-Fall	t̪ʰ o w a	1 7 6 7	AXBZ	TUWA	1	1.T.C 1.U.V 1.W.C 1.A.V	2.0 1.5 1.75 0.8	0	t̪ʰ o w a	223	t̪ʰ o w a
301	Jirel	HAMMER	toktoke	Hammer:	t o k t o k e	1 7 1 1 7 1 7	AXMBYBZ	TUKTUKE	2	2.T.C 2.U.V 2.K.c 2.T.C 2.U.V 2.K.C 2.E.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	0	t o k t o k e	224	t o k t o k e
562	Kagate	HAMMER	t̪ʰwa	Hammer:High	t̪ʰ w a	1 6 7	ACX	TWA	3	3.T.C 3.W.C 3.A.V	2.0 1.5 1.5	0	t̪ʰ w a	223	t̪ʰ - w a
816	Lowa	HAMMER	t̪ʰowa	Hammer:Mid	t̪ʰ o w a	1 7 6 7	AXBZ	TUWA	4	4.T.C 4.U.V 4.W.C 4.A.V	2.0 1.5 1.75 0.8	0	t̪ʰ o w a	223	t̪ʰ o w a
1073	Nubri	HAMMER	t̪ʰɔ	Hammer:Mid	t̪ʰ ɔ	1 7	AX	TU	5	5.T.C 5.U.V	2.0 1.5	0	t̪ʰ ɔ	223	t̪ʰ ɔ - -
1325	Sherpa	HAMMER	t̪ʰoa	Hammer:Mid	t̪ʰ oa	1 7	AX	TU	6	6.T.C 6.U.V	2.0 1.5	0	t̪ʰ oa	223	t̪ʰ oa - -
1570	Tsum	HAMMER	t̪ʰoa	Hammer:High	t̪ʰ oa	1 7	AX	TU	7	7.T.C 7.U.V	2.0 1.5	0	t̪ʰ oa	223	t̪ʰ oa - -
1833	Yolmo	HAMMER	t̪ʰoa	Hammer:Mid-High	t̪ʰ oa	1 7	AX	TU	8	8.T.C 8.U.V	2.0 1.5	0	t̪ʰ oa	223	t̪ʰ oa - -
#
255	Gyalsumdo	HANDLE	juwa	Handle:Low-Rise	j u w a	6 7 6 7	AXBZ	JYWA	1	1.J.C 1.Y.V 1.W.C 1.A.V	2.0 1.5 1.75 0.8	0	j u w a	225	j u w a
517	Jirel	HANDLE	tʰijuk	Handle:	tʰ i j u k	1 7 6 7 1	AXBYN	TIJYK	2	2.T.C 2.I.V 2.J.C 2.Y.V 2.K.c	2.0 1.5 1.75 1.3 0.8	0	tʰ i j u k	226	tʰ i j u k
767	Kagate	HANDLE	joaɡa	Handle:	j oa ɡ a	6 7 1 7	AXBZ	JUKA	3	3.J.C 3.U.V 3.K.C 3.A.V	2.0 1.5 1.75 0.8	0	j oa ɡ a	225	j oa ɡ a
1028	Lowa	HANDLE	jowa	Handle:(Low-)Rise	j o w a	6 7 6 7	AXBZ	JUWA	4	4.J.C 4.U.V 4.W.C 4.A.V	2.0 1.5 1.75 0.8	0	j o w a	225	j o w a
1277	Nubri	HANDLE	jo	Handle:(Low-)Rise	j o	6 7	AX	JU	5	5.J.C 5.U.V	2.0 1.5	0	j o	225	j o - -
1782	Tsum	HANDLE	joa	Handle:Low-Rise	j oa	6 7	AX	JU	7	7.J.C 7.U.V	2.0 1.5	0	j oa	225	j oa - -
2038	Yolmo	HANDLE	jowa	Handle:Low-Rise	j o w a	6 7 6 7	AXBZ	JUWA	8	8.J.C 8.U.V 8.W.C 8.A.V	2.0 1.5 1.75 0.8	0	j o w a	225	j o w a
#
225	Gyalsumdo	HE	kʰo	He:High	kʰ o	1 7	AX	KU	1	1.K.C 1.U.V	2.0 1.5	0	kʰ o	227	kʰ o
490	Jirel	HE	t̪ʰe	He:Mid	t̪ʰ e	1 7	AX	TE	2	2.T.C 2.E.V	2.0 1.5	1	t̪ʰ e	228	t̪ʰ e
739	Kagate	HE	kʰo	He:High-Fall	kʰ o	1 7	AX	KU	3	3.K.C 3.U.V	2.0 1.5	0	kʰ o	227	kʰ o
1000	Lowa	HE	kʰo	He:High	kʰ o	1 7	AX	KU	4	4.K.C 4.U.V	2.0 1.5	0	kʰ o	227	kʰ o
1248	Nubri	HE	kʰo	He:(Mid-)Fall	kʰ o	1 7	AX	KU	5	5.K.C 5.U.V	2.0 1.5	0	kʰ o	227	kʰ o
1499	Sherpa	HE	t̪ʰi	He:	t̪ʰ i	1 7	AX	TI	6	6.T.C 6.I.V	2.0 1.5	1	t̪ʰ i	228	t̪ʰ i
1750	Tsum	HE	kʰo	He:High-Fall	kʰ o	1 7	AX	KU	7	7.K.C 7.U.V	2.0 1.5	0	kʰ o	227	kʰ o
2009	Yolmo	HE	kʰe	He:	kʰ e	1 7	AX	KE	8	8.K.C 8.E.V	2.0 1.5	0	kʰ e	227	kʰ e
#
2	Gyalsumdo	HEAD	ko	Head:Low	k o	1 7	AX	KU	1	1.K.C 1.U.V	2.0 1.5	1	k o	229	- k o - -
270	Jirel	HEAD	ŋɡo	Head:Low	ŋ ɡ o	4 1 7	ACZ	NKU	2	2.N.C 2.K.C 2.U.V	2.0 1.5 0.8	1	ŋ ɡ o	229	ŋ ɡ o - -
530	Kagate	HEAD	ɡo	Head:Mid-High	ɡ o	1 7	AX	KU	3	3.K.C 3.U.V	2.0 1.5	0	ɡ o	229	- ɡ o - -
782	Lowa	HEAD	ŋɡo	Head:Low	ŋ ɡ o	4 1 7	ACZ	NKU	4	4.N.C 4.K.C 4.U.V	2.0 1.5 0.8	0	ŋ ɡ o	229	ŋ ɡ o - -
783	Lowa	HEAD	ŋɡowa	Head:Low	ŋ ɡ o w a	4 1 7 6 7	ACYBZ	NKUWA	4	4.N.C 4.K.C 4.U.V 4.W.C 4.A.V	2.0 1.5 1.3 1.75 0.8	0	ŋ ɡ o w a	229	ŋ ɡ o w a
1042	Nubri	HEAD	ko	Head:(Low-)Rise	k o	1 7	AX	KU	5	5.K.C 5.U.V	2.0 1.5	1	k o	229	- k o - -
1293	Sherpa	HEAD	ɡo	Head:Low	ɡ o	1 7	AX	KU	6	6.K.C 6.U.V	2.0 1.5	1	ɡ o	229	- ɡ o - -
1538	Tsum	HEAD	ŋɡo	Head:Mid	ŋ ɡ o	4 1 7	ACZ	NKU	7	7.N.C 7.K.C 7.U.V	2.0 1.5 0.8	0	ŋ ɡ o	229	ŋ ɡ o - -
1801	Yolmo	HEAD	ŋɡo	Head:Mid-High	ŋ ɡ o	4 1 7	ACZ	NKU	8	8.N.C 8.K.C 8.U.V	2.0 1.5 0.8	0	ŋ ɡ o	229	ŋ ɡ o - -
#
25	Gyalsumdo	HEART	ɲiŋ	Heart:High	ɲ i ŋ	4 7 4	AXN	NIN	1	1.N.C 1.I.V 1.N.c	2.0 1.5 0.8	0	ɲ i ŋ	230	ɲ i ŋ
289	Jirel	HEART	ɲiŋ	Heart:High	ɲ i ŋ	4 7 4	AXN	NIN	2	2.N.C 2.I.V 2.N.c	2.0 1.5 0.8	0	ɲ i ŋ	230	ɲ i ŋ
550	Kagate	HEART	niŋ	Heart:High	n i ŋ	4 7 4	AXN	NIN	3	3.N.C 3.I.V 3.N.c	2.0 1.5 0.8	0	n i ŋ	230	n i ŋ
803	Lowa	HEART	ɲiŋ	Heart:High	ɲ i ŋ	4 7 4	AXN	NIN	4	4.N.C 4.I.V 4.N.c	2.0 1.5 0.8	0	ɲ i ŋ	230	ɲ i ŋ
1061	Nubri	HEART	ɲiŋ	Heart:High	ɲ i ŋ	4 7 4	AXN	NIN	5	5.N.C 5.I.V 5.N.c	2.0 1.5 0.8	0	ɲ i ŋ	230	ɲ i ŋ
1312	Sherpa	HEART	ɲiŋ	Heart:Mid	ɲ i ŋ	4 7 4	AXN	NIN	6	6.N.C 6.I.V 6.N.c	2.0 1.5 0.8	0	ɲ i ŋ	230	ɲ i ŋ
1557	Tsum	HEART	ɲiŋ	Heart:High	ɲ i ŋ	4 7 4	AXN	NIN	7	7.N.C 7.I.V 7.N.c	2.0 1.5 0.8	0	ɲ i ŋ	230	ɲ i ŋ
1821	Yolmo	HEART	ɲiŋ	Heart:High	ɲ i ŋ	4 7 4	AXN	NIN	8	8.N.C 8.I.V 8.N.c	2.0 1.5 0.8	0	ɲ i ŋ	230	ɲ i ŋ
#
158	Gyalsumdo	HEAVY	tɕent̪i	Heavy:High	t ɕ e n t̪ i	1 3 7 4 1 7	ACXMBZ	TSENTI	1	1.T.C 1.S.C 1.E.V 1.N.c 1.T.C 1.I.V	2.0 1.5 1.5 1.1 1.75 0.8	0	t ɕ e n t̪ i	231	- t ɕ - e n t̪ i
418	Jirel	HEAVY	tsend̪e	Heavy:	t s e n d̪ e	1 3 7 4 1 7	ACXMBZ	TSENTE	2	2.T.C 2.S.C 2.E.V 2.N.c 2.T.C 2.E.V	2.0 1.5 1.5 1.1 1.75 0.8	0	t s e n d̪ e	231	- t s - e n d̪ e
677	Kagate	HEAVY	tsend̪i	Heavy:High	t s e n d̪ i	1 3 7 4 1 7	ACXMBZ	TSENTI	3	3.T.C 3.S.C 3.E.V 3.N.c 3.T.C 3.I.V	2.0 1.5 1.5 1.1 1.75 0.8	0	t s e n d̪ i	231	- t s - e n d̪ i
933	Lowa	HEAVY	ndze	Heavy:Mid	n d z e	4 1 3 7	ACCZ	NTSE	4	4.N.C 4.T.C 4.S.C 4.E.V	2.0 1.5 1.5 0.8	0	n d z e	231	n d z - e - - -
1184	Nubri	HEAVY	tsʰint̪i	Heavy:Mid	t sʰ i n t̪ i	1 3 7 4 1 7	ACXMBZ	TSINTI	5	5.T.C 5.S.C 5.I.V 5.N.c 5.T.C 5.I.V	2.0 1.5 1.5 1.1 1.75 0.8	0	t sʰ i n t̪ i	231	- t sʰ - i n t̪ i
1438	Sherpa	HEAVY	tsend̪i	Heavy:Mid-Low	t s e n d̪ i	1 3 7 4 1 7	ACXMBZ	TSENTI	6	6.T.C 6.S.C 6.E.V 6.N.c 6.T.C 6.I.V	2.0 1.5 1.5 1.1 1.75 0.8	0	t s e n d̪ i	231	- t s - e n d̪ i
1681	Tsum	HEAVY	tɕend̪e	Heavy:High	t ɕ e n d̪ e	1 3 7 4 1 7	ACXMBZ	TSENTE	7	7.T.C 7.S.C 7.E.V 7.N.c 7.T.C 7.E.V	2.0 1.5 1.5 1.1 1.75 0.8	0	t ɕ e n d̪ e	231	- t ɕ - e n d̪ e
